conten_bad,urls,hashtags,mentions,following,locations_bad,actions,is_retweet,Type
1,2,0,0,0,0,1424.0,0.0,Spam
0,1,0,0,0,2,0.0,0.0,Quality
0,1,1,1,0,1,0.0,0.0,Quality
1,2,0,0,0,2,40017.0,0.0,Spam
1,1,0,0,0,1,3377.0,0.0,Spam
0,0,0,0,0,1,0.0,1.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,3,0,0,4185.0,1.0,Spam
1,2,4,0,0,0,3164.0,1.0,Spam
0,0,1,1,0,0,0.0,0.0,Quality
0,2,0,0,0,0,0.0,0.0,Quality
0,0,1,0,1,0,1680.0,1.0,Spam
1,1,0,0,0,0,9624.0,0.0,Spam
0,0,0,1,0,0,0.0,0.0,Quality
1,2,0,0,0,0,26602.0,0.0,Spam
0,0,1,0,1,0,3516.0,0.0,Spam
0,0,1,1,0,0,2604.0,0.0,Spam
0,1,2,0,0,0,0.0,0.0,Quality
0,2,2,1,0,0,177.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,14221.0,0.0,Spam
0,0,1,0,0,0,10080.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,1,2,0,1,0,2761.0,1.0,Spam
0,0,1,0,0,0,11584.0,1.0,Spam
0,0,1,0,0,1,22313.0,0.0,Spam
0,0,0,0,0,0,0.0,1.0,Quality
0,1,3,1,0,0,0.0,0.0,Quality
0,0,0,1,0,1,0.0,0.0,Quality
0,0,0,2,0,0,0.0,0.0,Quality
0,1,4,1,0,0,0.0,0.0,Quality
0,1,2,1,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,2,1,0,1,0.0,0.0,Quality
1,1,0,0,0,0,12779.0,0.0,Spam
0,1,0,0,0,0,6.0,0.0,Quality
0,0,1,0,1,0,9261.0,0.0,Spam
1,1,1,0,0,0,4997.0,1.0,Spam
1,2,0,0,1,1,20325.0,0.0,Spam
0,3,0,0,0,1,954.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,2,0,1,2,34993.0,0.0,Spam
1,2,0,0,1,1,1372.0,1.0,Spam
0,0,1,0,0,0,6919.0,0.0,Spam
0,2,2,0,0,0,16.0,0.0,Quality
0,1,2,1,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,3,1,1,0,1,20.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,1,2,0,1,0,2323.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,1,1,0,0,1832.0,1.0,Spam
1,2,0,0,0,0,44564.0,0.0,Spam
1,1,0,0,0,1,4419.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,14.0,0.0,Quality
1,2,0,0,0,0,14082.0,0.0,Spam
1,1,0,0,1,0,1302.0,0.0,Spam
0,0,4,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,5915.0,1.0,Spam
1,1,0,0,0,0,4980.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,2.0,0.0,Quality
0,2,0,0,0,0,5.0,0.0,Quality
1,2,2,0,1,1,355.0,0.0,Spam
1,1,1,0,0,0,1991.0,1.0,Spam
1,1,0,0,1,0,2247.0,0.0,Spam
0,0,1,0,0,1,5086.0,0.0,Spam
1,2,1,0,0,2,43461.0,0.0,Spam
0,1,0,0,0,0,142.0,0.0,Quality
1,2,1,0,1,1,382.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,18547.0,0.0,Spam
0,1,2,0,1,0,0.0,0.0,Quality
0,1,2,2,0,0,30.0,0.0,Quality
1,2,0,0,0,1,12779.0,0.0,Spam
0,0,1,0,0,1,34467.0,0.0,Spam
1,2,0,0,1,0,2657.0,1.0,Spam
1,1,1,0,0,0,9718.0,0.0,Spam
0,0,1,0,0,0,7658.0,0.0,Spam
1,2,0,0,1,0,19181.0,0.0,Spam
1,1,1,1,1,0,12025.0,1.0,Spam
1,2,1,0,1,0,1833.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,1,3,0,1,1,1503.0,1.0,Spam
0,1,3,0,0,0,0.0,0.0,Quality
1,1,5,0,0,0,29580.0,1.0,Spam
0,1,1,0,0,1,0.0,0.0,Quality
0,0,2,0,1,0,41024.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,23438.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,3,0,0,0,0,86.0,0.0,Quality
0,0,0,0,1,0,5506.0,1.0,Spam
0,0,0,0,0,0,12.0,0.0,Quality
0,0,0,0,0,0,16.0,0.0,Quality
0,2,1,2,0,1,1341.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,2,0,1,1,37727.0,0.0,Spam
0,0,1,0,1,1,4540.0,0.0,Spam
0,0,0,0,0,2,0.0,0.0,Quality
0,0,2,0,0,0,27907.0,0.0,Spam
0,1,1,1,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,2,0,0,1,288.0,0.0,Spam
0,0,0,0,0,1,0.0,1.0,Quality
0,1,0,0,0,0,27.0,0.0,Quality
0,0,1,0,0,1,20302.0,0.0,Spam
1,2,0,0,0,1,49020.0,0.0,Spam
0,1,0,0,0,1,37.0,0.0,Quality
0,0,0,0,0,1,0.0,1.0,Quality
1,1,0,0,0,0,2280.0,1.0,Spam
0,0,0,0,0,0,0.0,1.0,Quality
0,0,2,0,1,0,67.0,0.0,Spam
0,2,0,0,0,0,12.0,0.0,Quality
1,1,0,0,0,0,13933.0,0.0,Spam
1,2,1,0,1,0,11569.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,2794.0,1.0,Spam
0,0,0,0,0,0,3181.0,1.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
0,1,2,0,0,1,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
1,1,4,4,0,1,2018.0,1.0,Spam
1,1,4,0,0,1,1971.0,1.0,Spam
0,0,0,1,0,0,0.0,0.0,Quality
1,1,0,0,1,0,1224.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,3.0,0.0,Quality
0,1,0,1,0,1,2.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,1418.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,1,0,0,0.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,6520.0,1.0,Spam
0,0,1,0,0,0,2857.0,1.0,Spam
1,1,2,1,1,0,877.0,1.0,Spam
0,0,1,0,0,1,9839.0,0.0,Spam
0,0,0,1,0,0,0.0,1.0,Quality
1,2,1,0,1,0,533.0,0.0,Spam
0,0,1,0,1,1,1924.0,1.0,Spam
0,1,1,0,0,1,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,1,4,1,0,1,0.0,0.0,Quality
0,2,0,0,0,0,11.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,1,1,1,0,0,1666.0,0.0,Spam
0,0,1,0,0,0,14518.0,0.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
1,1,0,0,1,0,4700.0,1.0,Spam
1,1,0,0,0,0,10714.0,0.0,Spam
0,0,0,0,0,2,0.0,1.0,Quality
1,1,0,0,1,0,945.0,1.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,3163.0,1.0,Spam
1,1,0,0,1,1,1399.0,0.0,Spam
1,1,0,0,0,1,16603.0,0.0,Spam
0,2,1,1,0,2,0.0,0.0,Quality
0,0,2,0,0,0,3870.0,1.0,Spam
0,1,0,2,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,16980.0,0.0,Spam
0,0,1,0,0,1,24839.0,0.0,Spam
1,1,0,0,1,1,10002.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,3733.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,2,0,1,1,752.0,0.0,Spam
0,1,1,1,0,0,0.0,0.0,Quality
0,0,1,0,0,0,32374.0,0.0,Spam
0,1,0,1,0,2,0.0,0.0,Quality
0,0,1,0,0,1,3993.0,0.0,Spam
1,2,0,0,1,0,990.0,0.0,Spam
0,3,2,1,0,1,5.0,0.0,Quality
1,1,1,0,1,0,9290.0,1.0,Spam
1,1,1,0,0,0,910.0,0.0,Spam
0,2,2,1,0,0,7.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,1493.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,11554.0,0.0,Spam
0,1,4,0,0,0,1392.0,0.0,Quality
0,0,1,0,0,0,42.0,0.0,Quality
0,0,2,0,1,1,402.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,3,0,0,0,1,20177.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,1,1856.0,1.0,Spam
0,0,0,0,0,1,3989.0,1.0,Spam
1,1,0,0,0,0,760.0,1.0,Spam
1,1,2,0,0,1,8160.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,1,0,0,0.0,1.0,Quality
1,2,1,0,1,0,3472.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,1754.0,0.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,0,1,0,1,1,16436.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,1892.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,1,2,0,1,4.0,0.0,Quality
1,2,0,0,0,0,41712.0,0.0,Spam
0,0,1,1,0,2,8.0,0.0,Quality
1,1,0,0,0,1,16953.0,1.0,Spam
1,1,3,1,0,1,1644.0,1.0,Spam
0,0,1,0,0,0,1656.0,0.0,Spam
0,1,0,0,0,2,0.0,0.0,Quality
1,2,0,0,0,1,13944.0,0.0,Spam
0,0,1,1,0,0,3748.0,0.0,Spam
0,0,0,0,1,0,1690.0,1.0,Spam
0,1,5,0,0,1,0.0,0.0,Quality
0,0,2,0,1,0,29070.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,2,0,0,0,0,0.0,1.0,Quality
0,1,0,0,0,0,193.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,1,0,0,0.0,0.0,Quality
0,1,0,0,0,2,0.0,0.0,Quality
0,1,0,1,0,0,0.0,0.0,Quality
1,1,1,0,0,0,12266.0,1.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,1747.0,0.0,Quality
0,1,0,0,0,1,609.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,37495.0,0.0,Spam
0,0,2,0,0,2,25858.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,2,0,1,1,9856.0,0.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
1,1,0,0,1,0,1711.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
1,1,0,0,1,0,3628.0,1.0,Spam
0,2,1,1,0,1,0.0,0.0,Quality
0,1,0,0,1,1,0.0,0.0,Quality
0,0,1,0,1,1,6294.0,0.0,Spam
0,0,3,0,0,0,1005.0,0.0,Spam
1,2,2,0,1,1,5599.0,1.0,Spam
0,0,1,1,1,1,4706.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,2,2,2,0,0,56.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,1,0,1,1,84.0,0.0,Spam
0,2,0,0,0,0,51.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
0,1,2,0,0,0,0.0,0.0,Quality
1,1,1,0,0,0,2495.0,1.0,Spam
1,1,0,0,0,0,2843.0,1.0,Spam
0,1,0,1,0,1,343.0,0.0,Quality
0,0,2,1,1,0,14698.0,1.0,Spam
1,2,0,0,0,2,18809.0,0.0,Spam
0,0,0,0,0,1,0.0,1.0,Quality
1,2,0,0,0,1,11190.0,0.0,Spam
0,2,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,2,1,0,0,1,103.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,6,0,1,0,169.0,0.0,Spam
1,1,0,0,0,1,16976.0,0.0,Spam
0,1,4,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,1,1,0,0,0,3762.0,0.0,Spam
1,1,0,0,0,0,4555.0,0.0,Spam
0,0,0,0,0,1,179.0,0.0,Quality
1,2,0,0,1,0,536.0,0.0,Spam
0,0,1,0,0,1,8025.0,1.0,Spam
0,1,2,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,2.0,0.0,Quality
0,0,1,0,0,0,10256.0,0.0,Spam
0,1,0,0,0,0,35.0,0.0,Quality
1,1,2,0,0,0,2064.0,1.0,Spam
0,0,1,0,1,0,1534.0,0.0,Spam
1,3,0,0,0,0,6056.0,0.0,Spam
0,1,1,1,0,0,0.0,0.0,Quality
0,1,0,1,0,0,1660.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,2,0,0,1,1,1928.0,0.0,Spam
1,2,0,0,0,1,23126.0,0.0,Spam
1,2,0,0,0,1,2711.0,0.0,Spam
0,1,3,1,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,3.0,0.0,Spam
0,0,2,0,1,0,720.0,0.0,Spam
1,1,0,3,1,1,4673.0,1.0,Spam
1,1,1,0,1,0,3224.0,1.0,Spam
0,1,0,1,0,0,0.0,0.0,Quality
1,2,1,0,1,0,791.0,0.0,Spam
0,0,1,0,0,2,10561.0,1.0,Spam
0,0,0,0,1,1,1574.0,1.0,Spam
0,0,0,2,0,0,2915.0,1.0,Spam
0,1,2,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,1,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,2,0,0,0,0,0.0,0.0,Quality
1,1,1,0,0,0,6106.0,1.0,Spam
1,1,0,0,1,1,2782.0,0.0,Spam
1,1,0,0,0,0,33125.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,0,2,0,1,0,661.0,1.0,Spam
0,0,1,0,0,0,9144.0,1.0,Spam
0,0,1,0,0,1,12280.0,0.0,Spam
1,1,0,2,1,0,1209.0,1.0,Spam
0,0,0,0,1,0,1460.0,1.0,Spam
1,1,0,0,1,1,3528.0,0.0,Spam
0,0,0,0,0,1,154126.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,3,0,0,0,892.0,0.0,Spam
1,1,0,0,0,0,12738.0,1.0,Spam
1,1,0,0,1,0,299.0,0.0,Spam
1,3,0,0,1,0,1043.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,2,0,1,3165.0,1.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
1,1,0,0,1,2,3839.0,0.0,Spam
1,1,0,0,1,0,1967.0,0.0,Spam
0,0,2,0,1,0,782.0,0.0,Spam
0,1,0,0,0,0,969.0,0.0,Quality
0,0,0,0,0,0,52.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,5,0,1,0,2926.0,1.0,Spam
0,2,0,0,0,1,2.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,4,0,3,0,0,3944.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,3148.0,1.0,Spam
0,2,1,0,0,0,0.0,0.0,Quality
0,2,0,0,0,0,727.0,0.0,Quality
1,1,1,0,1,0,1229.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,88.0,0.0,Quality
0,0,1,0,0,2,4312.0,1.0,Spam
0,0,1,0,0,1,0.0,0.0,Quality
0,2,0,0,0,0,0.0,0.0,Quality
1,1,1,0,0,0,1098.0,0.0,Spam
1,1,0,0,0,0,8352.0,1.0,Spam
1,2,0,0,0,1,43918.0,0.0,Spam
1,1,1,0,0,0,2879.0,0.0,Spam
0,1,3,0,0,1,20.0,0.0,Quality
0,0,0,0,1,1,934.0,0.0,Spam
0,1,1,0,0,1,0.0,0.0,Quality
1,2,0,0,0,0,22063.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,20179.0,1.0,Spam
0,0,2,0,0,1,7.0,0.0,Quality
0,0,0,1,0,0,0.0,0.0,Quality
1,2,4,0,0,0,5182.0,1.0,Spam
1,2,0,0,0,2,6782.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,1,0,3053.0,1.0,Spam
1,1,0,0,0,0,8724.0,0.0,Spam
1,2,0,0,0,2,16238.0,0.0,Spam
0,0,1,0,0,1,4428.0,1.0,Spam
0,2,0,1,0,2,142.0,0.0,Quality
0,0,0,1,0,1,0.0,0.0,Quality
1,2,0,0,0,0,45270.0,0.0,Spam
0,1,3,0,0,0,8.0,0.0,Quality
0,1,1,0,0,0,50.0,0.0,Quality
0,0,0,1,0,0,0.0,0.0,Quality
0,2,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,256.0,0.0,Quality
1,1,1,0,1,1,3376.0,0.0,Spam
0,0,1,0,0,0,0.0,0.0,Quality
0,0,1,0,1,0,879.0,1.0,Spam
0,0,1,1,0,1,3152.0,0.0,Spam
1,2,0,0,0,0,18909.0,0.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
1,2,2,0,1,0,691.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,2,3,0,0,0,0.0,0.0,Quality
1,2,0,0,0,1,18796.0,0.0,Spam
0,1,3,0,0,0,732.0,0.0,Quality
1,2,0,0,0,0,45196.0,0.0,Spam
0,1,1,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,3.0,0.0,Quality
0,0,1,1,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,23745.0,0.0,Spam
1,2,0,0,0,0,7568.0,0.0,Spam
0,1,0,0,0,1,0.0,0.0,Quality
1,1,3,0,0,1,7314.0,1.0,Spam
1,1,5,0,1,0,351.0,0.0,Spam
0,2,2,1,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,6375.0,0.0,Spam
0,1,0,0,0,0,841.0,0.0,Quality
0,0,1,0,0,0,16409.0,0.0,Spam
1,2,0,0,1,0,791.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,3,1,0,0,0,5899.0,0.0,Spam
0,0,2,0,1,0,779.0,0.0,Spam
0,1,0,0,0,1,611.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,3,3,2,0,0,0.0,0.0,Quality
0,0,1,0,0,1,16970.0,0.0,Spam
1,2,0,0,0,0,26475.0,1.0,Spam
0,1,1,0,1,1,29.0,0.0,Quality
0,0,0,0,0,0,2.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,4565.0,0.0,Spam
0,0,0,1,0,1,0.0,1.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
1,2,0,0,0,1,24380.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
1,1,1,0,1,0,731.0,1.0,Spam
1,1,0,0,1,0,4488.0,1.0,Spam
0,0,2,0,1,2,10469.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,1,0,1,0,8883.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,1,270.0,0.0,Quality
1,1,2,0,0,1,7535.0,0.0,Spam
1,2,0,0,1,0,23.0,0.0,Spam
0,0,1,0,0,0,11567.0,0.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,1,0,0,1,0.0,0.0,Quality
0,0,1,0,0,1,6003.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,2,0,1,0,40200.0,0.0,Spam
0,0,2,0,1,0,10506.0,0.0,Spam
0,1,0,2,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,0,18203.0,0.0,Spam
0,0,1,0,0,0,3124.0,1.0,Spam
0,1,1,1,0,0,4.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,2392.0,1.0,Spam
1,1,0,0,0,0,8538.0,0.0,Spam
1,1,0,0,1,1,3441.0,0.0,Spam
0,0,0,0,0,0,0.0,1.0,Quality
1,1,2,0,0,1,2359.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,27.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,11323.0,0.0,Spam
0,0,1,0,0,0,5537.0,0.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,48.0,0.0,Quality
1,2,0,0,0,1,45509.0,0.0,Spam
0,0,0,0,0,2,0.0,0.0,Quality
0,2,0,1,0,0,0.0,0.0,Quality
1,2,0,0,0,1,11917.0,0.0,Spam
0,0,0,0,1,0,1449.0,1.0,Spam
0,0,1,0,0,0,1900.0,0.0,Spam
0,3,0,2,0,0,15.0,0.0,Quality
0,1,2,0,0,0,0.0,0.0,Quality
1,1,6,1,0,2,995.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
1,1,2,0,0,0,965.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,24706.0,0.0,Spam
0,1,0,0,0,1,5.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
1,1,0,0,1,1,343.0,0.0,Spam
1,1,3,0,0,0,789.0,0.0,Spam
0,0,1,0,1,0,28023.0,0.0,Spam
0,2,3,0,0,0,0.0,0.0,Quality
1,2,0,0,0,0,32330.0,0.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,3,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,0,5398.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,2972.0,0.0,Spam
0,0,1,0,0,0,6441.0,1.0,Spam
1,2,0,1,0,0,1234.0,1.0,Spam
0,0,1,0,1,1,1977.0,1.0,Spam
0,1,0,3,0,1,0.0,0.0,Quality
0,0,0,0,0,1,0.0,1.0,Quality
1,1,0,1,0,1,3434.0,1.0,Spam
0,0,0,0,0,0,0.0,0.0,Quality
0,1,1,0,0,0,12.0,0.0,Quality
1,2,1,0,0,1,14949.0,0.0,Spam
1,1,1,0,1,1,3205.0,1.0,Spam
0,0,0,0,0,0,538.0,1.0,Spam
0,1,2,1,0,0,0.0,1.0,Quality
1,1,1,0,1,0,9074.0,1.0,Spam
1,1,0,4,0,1,4616.0,1.0,Spam
0,0,1,0,1,0,123.0,0.0,Spam
0,2,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,1,16535.0,0.0,Spam
1,2,0,0,1,0,1337.0,0.0,Spam
0,0,1,0,0,1,13286.0,1.0,Spam
0,1,0,1,0,0,0.0,0.0,Quality
0,1,0,0,0,0,1365.0,0.0,Quality
1,1,7,0,0,0,10522.0,1.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,0.0,1.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
1,1,0,0,0,1,30879.0,0.0,Spam
0,2,0,0,0,0,148.0,0.0,Quality
0,0,1,0,0,0,3686.0,1.0,Spam
1,1,1,0,0,2,6099.0,1.0,Spam
0,2,2,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,0,40.0,0.0,Quality
0,0,0,0,1,0,1579.0,0.0,Spam
0,0,0,0,0,1,0.0,0.0,Quality
0,0,0,0,0,0,10.0,0.0,Quality
1,2,3,1,1,1,10596.0,0.0,Spam
0,0,0,0,0,0,6503.0,0.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,0,15107.0,0.0,Spam
0,0,1,0,0,0,2342.0,0.0,Spam
0,3,0,0,0,0,106.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,0,1,0,0,1,18193.0,0.0,Spam
1,1,0,0,0,1,30769.0,0.0,Spam
1,2,0,0,0,1,14366.0,0.0,Spam
0,0,0,1,0,0,0.0,0.0,Quality
1,1,0,0,1,0,756.0,0.0,Spam
1,1,0,0,0,1,12847.0,0.0,Spam
0,1,0,0,0,0,7.0,0.0,Quality
0,1,1,0,0,0,0.0,0.0,Quality
1,1,0,0,0,0,5940.0,1.0,Spam
1,1,1,0,1,0,1504.0,1.0,Spam
1,1,0,0,1,2,711.0,0.0,Spam
1,1,2,0,0,0,5191.0,0.0,Spam
0,1,0,1,0,1,0.0,0.0,Quality
1,1,0,0,0,0,9746.0,0.0,Spam
1,2,0,0,0,1,54741.0,0.0,Spam
0,1,1,0,0,0,0.0,0.0,Quality
0,1,1,3,0,0,373.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
1,2,0,0,1,1,2743.0,0.0,Spam
1,1,0,0,1,1,2837.0,1.0,Spam
0,1,0,0,0,0,0.0,0.0,Quality
0,0,0,0,0,0,0.0,0.0,Quality
0,1,0,0,0,1,0.0,0.0,Quality
0,0,1,1,0,0,0.0,1.0,Quality
1,2,0,0,0,1,998.0,1.0,Spam
1,1,1,0,0,0,28776.0,0.0,Spam
0,1,0,1,0,0,0.0,0.0,Quality
1,3,0,0,0,1,7978.0,0.0,Spam
0,1,1,1,0,0,0.0,0.0,Quality
1,1,0,0,0,1,13690.0,1.0,Spam
1,2,0,0,0,0,3539.0,0.0,Spam
1,1,0,0,1,0,873.0,1.0,Spam
1,1,0,0,0,1,10222.0,1.0,Spam
0,0,1,0,0,0,18846.0,0.0,Spam
1,1,0,0,1,1,15925.0,1.0,Spam
0,2,0,0,0,1,0.0,0.0,Quality
0,0,1,0,0,0,16788.0,0.0,Spam
0,1,0,1,0,1,0.0,0.0,Quality
0,1,0,0,0,0,0.0,0.0,Quality
